,concept_diversity
4285,14.306580566499669
4287,16.91847214627817
4299,15.765570570411516
4302,15.894095243557096
4305,17.503114496529346
4312,11.817464527470031
4319,17.019399182233663
4321,17.079489685212113
4323,16.76300134334607
4334,16.293440931382193
4347,16.58907021429289
4357,16.804433129416942
4361,17.069131652291244
4363,13.60754980823348
4369,15.914126810575558
4372,16.314486549976245
4378,15.041797360442525
4385,16.72725680576972
4390,17.644334745296614
4391,16.452802577667818
4398,17.517948916874886
4402,17.353433666177764
4403,15.545346218107971
4408,17.055529426283613
4413,16.59082082593707
4416,16.153505688114425
4420,16.786753567837177
4425,17.430285063888473
4428,18.30390720109888
4429,15.766763956268663
4439,15.91600338873998
4447,16.58020145702569
4448,15.168280088613908
4449,15.285835202069029
4456,16.512480809265522
4467,17.229547365285015
4470,16.340512233942984
4474,16.538692028764615
4481,17.38327732327648
4494,15.757251083356952
4498,16.387200914925998
4499,16.13368151624315
4500,17.283557080561536
4504,15.662112773252153
4506,16.95260430553415
4507,15.757941777865264
4508,15.202757355096608
4527,15.806792829561514
4529,15.718239473211709
4537,16.679527493036847
4540,15.788114126641412
4541,16.301934772289616
4546,17.615996819330203
4550,16.982450372040105
4553,13.025599951816822
4556,17.518361769335723
4558,18.598862221432707
4563,17.423118869101128
4564,15.278832268238505
4568,15.949228485277247
4572,15.2550178029358
4581,17.072995622964225
4584,15.4212472764613
4589,15.906877970729296
4590,15.21519176859482
4596,17.08436357153952
4598,15.823543777925138
4608,15.997489116014476
4614,13.03682220867326
4622,16.939547798403883
4637,16.66762251829187
4649,13.62719497184164
4654,16.481779771721687
4659,15.828137072176178
4662,14.856866242767044
4665,16.726836099100403
4679,15.55157503627857
4680,16.88099287912846
4689,16.39844527708026
4709,15.386073090631262
4723,15.161229451900404
4731,18.12328448893108
4756,16.357986579592428
4765,18.043799468674823
4771,16.7035290995155
4772,16.951247384096288
4776,18.34570429155732
4780,15.785359165248792
4785,16.24825180564591
4790,17.410286688183078
4805,16.789498588300233
4820,16.448942434220765
4824,16.707417198766404
4827,17.37720414234177
4830,16.94138032456745
4842,15.909907442717898
4849,17.8918293262074
4850,16.44935756813104
4852,15.000011006847668
4854,15.76790359357477
4860,13.651979593907802
4868,17.40319226516724
4885,16.384909106626637
4886,13.57177788741286
4890,16.027821921368847
4899,16.225342056994414
4901,14.20909481007197
4914,12.9844987238417
4921,16.792756341692137
4925,16.022196413495465
4930,16.24600246383316
4933,17.072044527845758
4944,17.884022288103367
4946,15.389893328395823
4947,15.843266521880766
4951,16.34674876214714
4953,16.178120722234198
4956,16.982402016812262
4958,16.382232151100542
4959,16.3884913894934
4960,17.642102651998698
4965,15.898283370369898
4968,16.635771502147485
4975,15.65641805225649
4976,16.709225904668102
4979,17.06420937205657
4996,17.406457153382522
5003,15.70100986023034
5007,17.463378553767985
5017,15.907560974328543
5019,17.081057958333897
5024,17.267412941695
5027,16.46195686278905
5029,16.262599118635592
5031,14.924338554425036
5033,16.948372740764775
5039,16.149546095161096
5042,17.558607995705042
5043,17.429741624771417
5045,15.440938907886078
5049,16.90558360016106
5057,16.07514529250393
5061,16.666582427306416
5067,16.04089259313896
5073,15.204641886961486
5075,16.976524297086574
5079,15.54255206546399
5082,16.09540738775571
5086,15.02009310121176
5088,16.185889338676017
5090,15.881707603022711
5098,17.74683588514276
5101,18.30558250260426
5105,17.284625870670116
5113,16.0337149876613
5119,15.912994281374685
5125,16.399046443589867
5128,17.132931100276707
5133,17.111068097722864
5154,16.810713480332065
5155,15.262682493662384
5162,16.283963789576422
5164,13.779021280908218
5165,16.377633011902496
5167,15.317706282661137
5168,15.780500235628312
5169,16.62362636626351
5175,15.718576096470803
5181,16.958689254924078
5182,14.195256800272189
5195,15.875507982908925
5198,16.371315515908996
5201,18.443034330881385
5207,15.047346861498992
5216,16.34820246151966
5218,18.669781544214658
5227,16.66216013281591
5228,17.160598205311583
5230,17.063300636018752
5232,16.146608327351643
5239,15.37683256808318
5240,15.825560397074463
5241,15.703885279838802
5243,15.514496602716877
5263,15.743096584906068
5266,15.324196053452225
5280,17.329002954593268
5281,16.10399508562715
5293,15.331416629289032
5296,14.94661170931084
5297,17.7492793680697
5310,16.162659270111696
5311,13.862979742467768
5312,14.95795981346642
5330,17.313234700540505
5338,16.847670722548447
5344,15.568484333674014
5351,16.364326785322717
5362,17.5216073575695
5368,17.58915790592234
5372,17.18622594291454
5384,16.68224615862597
5386,15.574938377657176
5388,15.697652728049608
5395,16.17576293660025
5400,16.878964229079948
5403,14.674540041987694
5405,15.459041152022117
5408,15.422178927263555
5421,15.956864986817465
5427,16.281308205919043
5435,15.995001514115236
5446,15.399183645528888
5449,16.64081057360965
5456,16.744128929347745
5460,14.05487504814062
5462,16.65441015945864
5471,17.770135488488606
5474,16.43595974960085
5477,15.515099647896683
5488,17.403287780698307
5501,15.864031972557951
5509,16.274168913320306
5511,15.39919892805863
5514,15.75354233276911
5515,16.10211731775491
5516,17.067513544311723
5518,16.530684954872836
5522,15.743442057666403
5523,16.55099475288824
5537,17.24005784848511
5538,16.92588516315514
5541,17.697047409642707
5544,17.59077179532051
5545,14.182076615838405
5551,13.61656507597374
5565,15.549493789962591
5568,17.201141843048116
5579,17.195976313322635
5581,15.478241428633032
5589,17.1389718319006
5591,16.409084670813296
5603,16.52232654019402
5605,17.519772308763752
5612,15.964471126291004
5616,16.525612333425794
5618,16.519820059747033
5619,16.48247217946501
5622,16.230496703949733
5630,15.232573700246489
5635,17.541082865764157
5638,16.607917539522703
5644,16.214562384997844
5657,16.29366427468777
5658,13.297848881971555
5662,17.551652805153783
5664,16.760910043550542
5670,15.70470318910019
5671,11.152621556496234
5672,18.101444192107632
5673,15.930473752819404
5676,14.628417800550398
5692,15.572037101548714
5693,17.14788149390579
5694,16.38488404460024
5699,16.247563803647143
5705,17.073552233739374
5707,16.278626588981282
5708,15.863986849949898
5709,15.89446814576264
5710,15.784878760929098
5711,15.819103868097942
5712,14.92725010309339
5713,15.503781927218808
5714,15.342623763144363
5715,16.078786192978004
5716,15.358854478917596
5717,15.85873045091654
5721,16.063568430856048
5724,14.615658998013467
5733,15.663644959560006
5745,13.85647984263692
5746,16.213112757867925
5754,14.956533364654227
5756,15.610071262146406
5760,17.774480058360517
5776,16.805329170695632
5777,16.70190418519666
5780,16.88850556290248
5783,16.772433206954616
5784,15.894939849129274
5785,14.204833461684684
5786,12.0865003514353
5787,17.63387603266445
5788,16.73200105077901
5794,16.530852877864742
5795,16.208047432938418
5804,16.118058986791304
5814,16.262916208365155
5818,16.298079855034455
5819,15.87185867064522
5826,16.700635779352606
5829,16.270281943321983
5840,16.861968598741573
5843,16.761401181386955
5846,18.10047014165747
5848,15.908453302742895
5850,16.87229324399999
5852,17.333320711429476
5859,16.268078608608633
5865,16.544929184001763
5866,14.611053521932666
5870,16.656965708176678
5881,12.92453554218056
5889,16.27904413645626
5893,16.189649423774192
5894,15.510804101575353
5897,15.723247019953352
5903,16.165597530261394
5908,15.82508144457987
5917,17.45902372201099
5928,15.034179722666096
5930,17.156054520465545
5932,15.057400107368684
5941,13.480234686402744
5946,16.69985080567599
5949,17.32775092984124
5952,16.762297133785953
5959,18.3565010932105
5971,15.475495875689054
5974,16.865714785546185
5978,14.32948646667616
5982,16.041051659619846
5990,15.917765567412438
5992,15.545046255449137
6006,16.21490876564707
6008,16.07543492019422
6012,16.823752149458173
6019,16.07612575470751
6023,14.697403905992187
6024,15.88523359391588
6029,15.07443984736672
6031,17.714522540020035
6034,16.865395919220276
6044,16.111826523014713
6052,15.698028380931056
6053,16.065891660235803
6054,16.90062684947396
6055,15.784606710539103
6057,16.788610940524162
6070,16.159548486725956
6072,16.384837183480514
6096,17.03497289706346
6105,15.792154833442764
6110,18.64853283989541
