,concept_diversity_across_time
3969,14.334358173249791
3976,18.609759686184667
3977,12.51383568993382
3981,13.016793079896418
3988,15.68180032374761
3991,11.66800107601246
3998,15.906686965369904
4089,16.474227347418974
4128,14.400159573222894
4129,18.609759686184667
4135,18.931568569324174
4136,18.28795080304516
4338,17.321364512083186
4366,15.758979730396122
4369,16.467274099175945
4370,17.752101300581224
4371,16.808565918778
4476,16.773228658384106
4477,16.351311149150828
4633,13.839230861631114
4634,15.000011006847668
4637,15.533612109477536
4638,16.249354250473793
4639,14.086660257977698
4641,13.470934134053973
4646,13.068406068812925
4647,14.571545697115683
4648,18.931568569324174
4649,14.800060528972745
4651,17.456029983484374
4652,14.205043268037278
4654,18.28795080304516
4658,15.000011006847668
4660,14.800060528972745
4661,14.800060528972745
4663,15.667312256357553
4666,17.96614191990565
4886,15.99896072997178
4986,15.797732384634505
5153,15.6934011047388
5154,16.196223930444223
5155,16.291123339511454
5156,16.05829605277601
5157,15.3838620047149
5158,15.957490624193836
5159,16.013267168322574
5238,15.589155667452204
5243,15.000011006847668
5244,16.767531208962797
5245,15.668216214973162
5248,17.06873289396652
5249,16.604248184297195
5250,17.414467649478116
5251,17.75530434554037
5252,16.264789249040284
5253,16.61114436313148
5254,16.21398630294413
5256,17.232972042702908
5257,17.335087784993835
5258,17.222508160856144
5259,17.43676155144436
5260,17.081670151544465
5261,17.540962115453038
5262,16.70872092575202
5263,18.888660718238903
5264,17.300725014850755
5265,16.264051698346258
5266,15.375465750187464
5267,15.712767955753419
5268,16.109947255237696
5269,16.588802081528833
5270,17.023098679007212
5271,16.068347417803327
5272,17.085213256702286
5273,16.475664110551563
5274,17.272649610667678
5275,16.153865961057356
5276,16.48074662700584
5277,18.382789803381954
5278,15.956782818696952
5279,16.942360818811366
5280,16.746400189767915
5282,16.625118130262795
5285,16.436667883158886
5286,17.48613229791227
5287,15.497553068047862
5288,16.01637792549969
5395,16.029000045030042
5397,15.737623388518193
5407,16.761586143687577
5408,17.00071527048712
5414,16.054792398825203
5416,16.33381384927397
5508,13.426247417186591
5660,17.936375363500016
5664,17.07156250240655
5665,16.84969842361162
5666,17.856698590951375
5667,17.133907398315255
5669,17.737572116580324
5670,18.05890673947772
5671,17.7344111985482
5672,17.70700093175012
5673,17.81325576324534
5674,17.500582334541164
5758,15.200441278678673
5760,13.000506228098416
5762,15.000011006847668
5763,17.806879987971715
5765,16.619685862407707
5766,16.28397305760677
5767,16.000363138667396
5768,17.10287706337823
5769,16.273469831521453
5770,17.088995571790363
5771,17.035311834606663
5772,14.307757537365706
5773,15.007516950890361
5774,16.96418378820444
5775,14.605761549100496
5776,15.000011006847668
5777,18.276308975578093
5778,14.648270678710368
5780,17.00071527048712
5781,15.784581061897478
5786,17.1939444945819
5787,16.667264559880547
5788,14.81779440428809
5789,16.001973062438026
5790,15.303390026606023
5791,16.310349076333313
5792,14.901132729890428
5794,15.285997256637618
5796,17.29328383349125
5798,15.91122507803634
5799,13.480691801789527
5801,14.397623490342623
5920,18.042977255703757
5927,18.084273949149065
5929,14.171943362770218
5932,9.361623721749847
5942,15.568144886546408
5946,16.702820370388974
6141,17.697971958751776
6142,17.809606128600464
6143,17.184682803150473
6144,17.33230910380393
6145,17.4709087279486
6146,17.242032635111222
6147,16.62644045862511
6148,17.043055684422164
6149,16.72905886396753
6150,17.39276670170108
6151,18.15622878179899
6152,18.177062210211133
6273,11.767538334251674
6276,16.23859702297185
6277,16.784366859304342
6278,16.024478200501285
6279,16.65946651727006
6281,15.907943829561821
6282,16.482730505016484
6283,16.497603705856147
6284,16.953382602416802
6285,16.89018457520418
6286,14.89372820593981
6287,16.251665548498497
6288,16.94780873121065
6289,15.784447917416148
6290,16.459798129974036
6292,15.664545944636753
6293,15.417442081051291
6294,16.445307328407566
6295,16.195571683713634
6296,18.28462456662599
6299,16.79730141352221
6300,18.072017375189915
6304,16.140502631447056
6306,15.011513487259808
6307,18.931568569324174
6308,16.61873309971951
6310,16.04015269560289
6311,14.743566187685609
6312,18.276308975578093
6315,16.334013763422337
6320,16.382853945775835
6420,15.360291735043047
6421,13.000506228098416
6423,1.0
6427,17.00071527048712
6432,16.231428832808053
6435,14.900244987024774
6438,16.00323914734189
6442,15.177058072917122
6552,16.359578979267198
6553,16.678154875241265
6554,16.813790468249202
6555,17.598694024002345
6556,16.513315503113446
6557,16.87316650553814
6558,17.608456570854017
6559,17.107941386221054
6560,17.696207063695965
6561,16.372683553963345
6562,16.48975872721784
6563,16.598582787024384
6564,16.109628898477897
6565,18.15224215330911
6695,17.002872347585207
6809,17.18400535055212
6811,17.850927717260234
6812,18.412017625314135
6816,18.58809049836068
6818,17.907422929836617
6821,16.180333253136244
6822,17.242309626537285
6823,16.524196260601627
6824,16.83518854518839
6825,18.374949682345207
6826,17.172845310930107
6829,17.644333036766138
6830,16.656942834246667
6831,15.770583711442415
6832,15.932893564965394
6834,17.752101300581224
6835,14.06385884518394
6836,18.523522591034574
6936,18.094976349956767
6937,16.418237704207147
6938,16.653955361145357
6939,17.254062465951332
6940,17.477400223441254
7043,16.710751012727073
7044,16.461893447586746
7045,16.636564033415976
7046,16.310738187770834
7047,16.746192291452815
7048,18.839623174141455
7213,17.02196362853502
7214,17.03530942938024
7348,15.229610945105376
7349,15.511818553366117
7350,15.644065758279982
7351,14.11317577296357
7352,16.45342607413315
7460,18.07750882875314
7461,17.448903659037857
7462,16.4409211169841
7463,16.26430604942584
7464,17.02057931009166
7465,17.107800007331846
7466,16.861552496362137
7467,16.66883631874861
7468,17.201433546868188
7469,16.965749083516585
7470,16.756734846049913
7471,16.4816219842159
7472,16.160344183706965
7473,16.64449557134377
7474,17.25106699863657
7475,16.70166339373804
7476,16.533779684293833
7477,16.46541278045486
7478,16.990604378860834
7479,16.5531463903307
7480,16.660972473883557
7481,15.855327025067373
7529,15.200441278678673
7575,17.986043601786005
7576,17.42367034640409
7578,16.559662971963988
7579,18.931568569324174
7733,16.406458526978934
7734,15.450819716313777
7735,15.9740032996002
7736,14.714367467026344
7795,16.34693695730718
7796,17.00071527048712
7799,14.426373312250178
7800,16.617704707916268
7817,15.093684017322422
7818,17.00071527048712
7820,14.333509413931248
7825,16.631406421620014
7826,16.731928444962367
7827,16.752566943618795
7828,17.40040489859349
7829,17.26527692657328
7830,16.297780061081347
7832,17.123217347478814
7833,16.507038082725387
7834,16.834432666618127
7836,15.593175730721166
7837,18.543402167705267
7840,13.337223535413793
7841,15.831707311135878
7842,17.041700002343042
7843,16.73274734795055
7844,16.41709201909964
7845,18.110742276520902
7847,14.696802255013907
7848,17.00071527048712
7849,17.435156815193192
7850,15.684733834556853
7851,17.096343070733226
7854,15.708436993199056
7855,16.71330884809257
7856,16.570640314622388
7858,17.119160498442387
7859,18.15224215330911
7860,13.885732078733652
7861,17.163172229582514
7862,15.106989998927444
7863,14.514045423218096
7864,18.931568569324174
7865,17.381078299818224
7866,16.71675945737159
7867,16.236437047089158
7868,16.37715258473915
7871,15.000011006847666
7874,15.667012385135003
7875,17.00071527048712
7876,16.87736624678804
7877,17.916842985895123
7878,18.352312579673058
7880,15.204300047104704
7881,16.312649799353437
7882,17.01620578396826
7883,16.709782429360924
7884,16.96578978808592
7885,16.61770470791627
7886,14.674071283559922
7888,17.508706165961215
7889,16.22584512639133
7890,17.36244638233448
7891,17.144198920902276
7892,17.584824296527227
7894,16.408790501028356
8109,16.51279744154542
8111,16.563446703647376
8112,14.709894112011403
8229,18.29772593838874
8230,16.864568417179633
8231,16.454265483324445
8232,18.538412813076523
8348,16.421663563590734
8349,17.06484026762598
8509,16.2107657318638
8624,15.000011006847668
8625,4.0197725783504845
8626,15.585197198475726
8627,15.560240407719249
8628,14.944696325022258
8629,15.592718068004924
8630,16.0893683372068
8631,16.108690704407167
8632,15.338530006367186
8634,12.526430572838263
8635,15.476825390150102
8636,14.733209117123456
8637,15.605851945293608
8638,15.57647701858942
8639,15.183991601507332
8640,16.192408992247213
8744,16.978712428122176
8745,16.198890289439426
8746,15.544134339744648
8747,16.094173594224863
8894,18.02761693434957
8895,15.000011006847668
8998,12.33425365205544
9006,18.931568569324174
9007,16.310530194339837
9008,18.15224215330911
9014,16.84421777649476
9015,14.389332978608659
9016,15.483740100180555
9017,15.292035762962165
9025,14.430432105010404
9029,12.968618536369076
9148,18.269342376301694
9254,16.769910912562963
9255,17.452460966114582
9256,16.56787922459209
9257,16.821564827900268
9288,14.395343293428459
9289,16.56548365843955
9290,17.572986163657994
9291,17.48058527327504
9292,15.81294090007082
9293,15.77881811537578
9294,16.877245217551064
9295,17.075520882196194
9296,17.068422114546763
9297,16.45922639693248
9298,17.314371552746596
9299,15.62027171287501
9300,16.51316132844502
9301,15.412829648256283
9302,16.34240937581202
9303,16.14904273431014
9304,16.36572744799966
9305,15.763035921028575
9306,16.639195911335364
9307,16.3457893937487
9308,15.617184023546884
9309,16.91721788844686
9310,16.109426272294705
9311,16.477385130966113
9312,15.650485514024846
9313,16.66853426232061
9314,18.28795080304516
9315,14.219921245690196
9317,15.000011006847668
9318,17.270438318845137
9319,15.15741076601199
9320,14.88735492489237
9322,13.854685563138208
9323,16.895683352127584
9324,17.00071527048712
9327,15.604289490792585
9504,17.55015616919248
9505,17.31146179662349
9507,17.00071527048712
9524,16.807612334881068
9525,18.545397909556765
9528,17.538928486166608
9535,18.014660063198686
9598,14.09986339526054
9601,14.116732749167868
9602,13.10253658342364
9606,14.800060528972745
9607,14.588900669602356
9621,17.00071527048712
9622,13.828722651581462
9624,14.972205810596062
9625,15.255749199435899
9626,15.185829419103131
9627,15.187955160022211
9628,15.21030988873475
9629,15.180927892306814
9630,14.558505627686818
9631,16.554563955552446
9790,15.646259733134332
9876,16.250736782393115
9877,16.326487408363644
9878,17.349286609407667
9879,18.931568569324174
9880,17.09779872670155
9883,15.958350699487314
9884,15.788192508989209
9885,16.19758478846141
9886,16.230438249064914
10024,17.231567986077383
10181,15.83927414676051
10296,14.905866508890435
10404,15.321740572197555
10405,15.70898588536522
10413,17.00071527048712
10419,17.00071527048712
10427,15.01133339376957
10428,14.823116709501802
10429,16.212543127840842
10430,13.67718884280224
10431,17.486353525918563
10432,16.306356746536448
10433,15.08779958902161
10434,16.175232006464647
10435,15.520931784405507
10436,15.245016640238338
10437,14.663075484907852
10438,16.4312641487883
10439,15.076646093133023
10440,16.196257916674252
10441,14.072544363362287
10442,15.271872806358429
10443,15.965506323349738
10444,16.888629859481664
10445,15.26498984756029
10446,15.851830486731476
10447,15.834579410952585
10448,14.747106714953038
10522,13.54400204500773
10524,16.286332487908687
10525,18.28795080304516
10526,15.23300186190545
10527,17.00071527048712
10528,13.689203188739254
10530,15.038624826244758
10531,15.820628974561371
10532,15.323142072077554
10533,16.711920561654395
10534,14.800689733052888
10538,15.262717526797891
10540,15.600342234428524
10541,15.58297771463483
10544,15.952784441194556
10545,17.41895473092365
10547,15.744336426970936
10548,16.84405133131036
10549,16.966555649753964
10551,16.089822330512014
10553,15.456830539049353
10554,14.500117911611698
10555,15.796050549890671
10556,17.21149261366794
10557,15.000011006847668
10559,16.608853395734776
10560,15.413514989913487
10562,18.931568569324174
10563,17.197656539136823
10564,15.618146630546082
10566,17.00071527048712
10567,16.898730250358653
10568,16.449346693509337
10569,14.535521412656955
10570,16.96578978808592
10571,16.475254529260283
10572,15.574302796275939
10573,14.909037111775092
10574,18.738483239440466
10575,14.666760210389457
10576,14.887906370426307
10577,13.000506228098416
10599,16.39545310542889
10707,16.885543338698376
10708,18.23576599875217
10916,16.681650446946616
10917,15.596224251981074
10919,17.17511950854103
10921,16.16692741036932
11041,17.80530010079408
11042,16.694098370554627
11043,16.932586152578644
11044,16.724174844843805
11045,16.511036105116684
11046,16.721244136333173
11047,17.881574814351133
11048,17.412810325704623
11049,17.217502374678887
11050,15.16050610022431
11051,17.02096150284773
11052,16.2092723465105
11053,17.165495278679977
11056,17.913516749475967
11057,16.477415462405737
11058,16.006109023405976
11059,15.669588792961786
11060,15.73676368097295
11061,16.77505025342903
11062,16.451595132518847
11063,15.538885356976602
11064,16.820949933201792
11065,16.987492660217978
11066,17.15796702081337
11067,17.331195285674696
11068,16.821287493366455
11069,17.093803825247694
11070,16.761731279689776
11071,15.987786623298497
11094,16.65479541945651
11095,15.298500985282764
11097,14.209200565395147
11331,16.945605152631
11332,16.02500100664088
11333,17.06029478543334
11468,17.62101517560349
11485,16.42246529516704
11490,12.507319070559722
11493,16.334013763422337
11689,16.532666015372666
11690,16.51457977761349
11691,16.316808473705727
11692,16.879752559250157
11693,16.610711768503638
11694,16.84803397731299
11845,18.67745289058043
11846,18.13893807851536
11847,17.88491580166121
11848,18.1963499479055
11849,17.94771884542611
11850,17.980606948775158
11851,16.665204791988447
11852,17.75928825138803
11853,17.54707897067309
11854,16.675551069513617
11855,16.624158432039536
11857,18.862609522937134
11858,17.55543714459491
11859,17.659195934065988
11860,16.97324408128931
11861,16.33381384927397
11862,18.608701338233114
11863,16.860994187817234
11864,17.201465123268118
11866,17.964703926548225
11867,16.7167761878378
11978,16.309081115745933
11979,17.22185498891011
11980,17.130216699268633
11981,16.129969222813976
11982,16.76291492707711
11983,16.88238517516461
11984,16.99064294326609
11985,17.54594980694096
11986,17.006370559290115
11987,16.942440978535405
11988,15.294892337931442
11989,16.269416495573402
11990,16.3790353840009
11991,17.18325716913044
11992,18.545397909556765
11993,16.394148086517408
11994,16.949788125667112
11995,16.655745724246415
11996,16.88066676747308
12068,17.835776938947905
12069,16.30770839853595
12237,14.178757765893776
12238,15.970104711729917
12346,17.321112230140514
12381,18.28795080304516
12458,18.412017625314135
12491,18.28795080304516
12500,16.374934807011517
12501,15.59130204030815
12502,17.180514344235984
12503,17.09303083918684
12504,16.172299191671893
12505,15.65480875649131
12506,16.80309049260042
12507,16.638667159170502
12508,14.093388607099286
12509,16.152166773428764
12510,16.20173761250776
12511,14.36042233534937
12512,15.998055338629582
12613,17.28212606775463
12616,14.284925752110848
12617,15.002228444358694
12618,16.097175265004868
12619,13.744703055041034
12620,14.095256308690004
12621,15.599272635633492
12622,15.924670106741006
12625,15.27804853928365
12626,17.144871298465016
12628,16.3860343313421
12629,15.267830397710917
12631,15.996729226563543
12633,14.795140907659313
12634,16.533095397229683
12635,15.045909571348814
12636,15.409947682527687
12637,16.92500165613774
12638,17.878375860867603
12639,15.292237800644461
12640,16.3854873128005
12641,17.206521770518812
12720,13.365936293353428
12725,15.474795776416453
12728,15.600342234428524
12729,14.530275966033273
12730,14.855721687435542
12732,15.357215705305636
12862,15.522785487272303
12870,18.191296050458472
12872,18.931568569324174
12876,18.931568569324174
12877,18.15224215330911
12972,16.725613534823637
12974,15.65854855755629
12976,15.996487735303145
12978,15.988132326474132
12979,15.689793964914056
12980,15.16992748943008
12981,16.5546587033163
12982,16.266304929013
12983,16.801455609515905
12984,16.153303953062125
12985,17.41895473092365
12986,17.00071527048712
12987,18.738483239440466
12988,17.11438799273996
12992,17.34527031461196
12993,15.000353716816297
12998,16.049457757209723
12999,14.856187808543742
13000,17.054706252987927
13001,17.30532839567758
13002,16.972894833055182
13004,17.572986163657994
13005,16.166029346649832
13006,17.404669778902004
13009,18.931568569324174
13012,14.666760210389457
13022,17.63269120929907
13028,17.96614191990565
13038,17.5153296532051
13040,15.1410371936589
13041,15.000011006847668
13042,15.872071763402928
13043,17.363602275320396
13044,17.169557156810665
13045,16.21683068348786
13046,-2.9999999999999982
13047,14.16077548545713
13048,14.008808706654913
13049,16.92875914864311
13050,15.551062262271964
13051,17.00071527048712
13240,16.832050061334318
13241,14.866710688264385
13245,14.666760210389457
13253,14.666760210389457
13261,14.32594799710271
13263,14.4874162150257
13264,14.866710688264385
13266,15.600252847166468
13269,14.800060528972745
13273,12.84131424525657
13275,14.666760210389457
13278,15.533612109477538
13282,18.931568569324174
13387,18.931568569324174
13390,16.63253899162771
13394,16.1972653214385
13396,13.04605211227678
13397,16.63253899162771
13399,17.12197693653559
13400,17.09245532356546
13401,17.644333036766138
13402,17.693932317566983
13403,18.609759686184667
13404,16.78849661383634
13407,16.467714649271915
13408,16.14673723840421
13409,17.020428421467397
13411,14.286909503093552
13412,17.684706760327852
13414,17.24198088483732
13415,16.529886112071697
13524,17.786188816314645
13526,17.709311704113667
13527,17.011825892339868
13528,16.987018344356784
13529,16.98075785197215
13530,15.000011006847668
13531,14.936137752513465
13532,16.761185815656464
13533,16.38976358447616
13621,16.494755330270408
13772,14.845279021415305
13773,14.600609486143929
13774,16.33381384927397
13775,11.668001076012459
13777,17.00071527048712
13779,16.33996578216664
13787,16.800644844123177
13792,15.313534618872369
13793,15.667312256357553
13796,16.000555714109204
13801,17.00071527048712
13928,14.666760210389457
13929,16.37823870520129
13930,15.204069793013566
13931,17.223147710760575
13933,14.158837383815873
13935,14.561992850231405
13942,17.03742265505461
13945,17.480250885799293
13946,16.477601594312436
13947,14.039024198433387
13948,17.254732024225042
13949,15.404908114012212
13950,16.560802023914317
13955,16.786694950468892
13957,16.976224658557655
13962,15.667112342209185
14009,17.832578472296753
14010,16.38052148099469
14011,17.087466961062656
14182,15.297728272483987
14184,15.743136450038781
14291,16.230030608970317
14292,15.657463358142694
14293,14.285352464549174
14324,17.615444901781007
14325,18.069910182163603
14326,17.870019742136627
14327,17.916980991261745
14328,17.182525540010158
14329,18.079189384643424
14330,17.828549052131148
14331,18.283414473028305
14332,17.682772699865698
14333,16.95120204293174
14334,17.644851462294557
14335,17.893143759894954
14336,17.83636405500142
14337,17.570756734271995
14338,17.082231636963133
14339,17.556268706723472
14340,16.82331267906654
14341,17.327137541490448
14342,17.6961586590675
14344,17.374331645582195
14365,17.63269120929907
14398,17.785313580418705
14399,17.786785568537805
14400,17.691646090908886
14401,17.15104995898973
14410,18.211760061645233
14417,17.527075689768775
14418,17.977073485186725
14419,17.200004503625575
14420,15.935047044296901
14421,17.346726279200258
14525,14.929053917547945
14526,15.200432976909243
14527,15.005107966284438
14528,14.6849130370457
14529,14.665902698674573
14530,15.01185207910844
14531,15.604442924690899
14532,15.837582667265712
14533,15.094421012159172
14534,15.758004725323556
14535,15.087927455885769
14536,16.78314660621191
14537,18.931568569324174
14538,13.599015750501664
14539,15.065067400645416
14540,14.670849805399778
14541,15.303699058200127
14542,17.62104938183201
14543,18.931568569324174
14545,10.557103638832597
14578,15.319128639541576
14579,17.378806533474418
14580,16.151824238414196
14581,15.613038249567198
14582,15.55106226227196
14586,17.249606425219334
14587,17.252168943540326
14588,17.32434054602539
14589,17.172845310930107
14590,15.000011006847666
14591,15.228896335739645
14593,18.609759686184667
14596,14.208213257541008
14600,17.00071527048712
14717,16.612648308727117
14718,18.931568569324174
14944,16.163924665489024
14945,16.197390084809253
14949,16.38060931652779
14950,15.93803059336033
14951,16.775912415220287
14952,16.544763291135556
14953,15.290082699368735
14954,16.226738848245066
14955,15.169786937474855
14956,15.68996245051138
14957,16.50958637356835
14958,16.210419227225916
14959,16.07819429673075
14960,16.098945276831437
14961,15.760429393182765
14962,16.618862820952184
14963,16.02718705283499
14970,16.74849386580602
14971,16.89979237105754
14972,17.068390670439502
14973,17.631852882996384
14974,17.42683572933286
14975,16.672933037102077
14976,17.85525153320169
14977,17.101166967465026
14978,17.583496957600783
15209,18.276308975578093
15212,16.63253899162771
15213,17.62104938183201
15215,15.055226656522999
15216,15.007558210241347
15217,14.800060528972745
15222,15.300835071377698
15223,16.20055351352036
15432,17.486874047011003
15580,13.191589293841849
15581,12.600960243477676
15588,15.000011006847668
15591,13.600412428774789
15599,14.359798885289658
15603,14.65440062746477
15708,16.864063597102934
15853,16.121063794438218
15854,15.19522530066083
15855,14.138158573268395
15856,15.53955964183956
15857,15.628675013995307
15858,13.470934134053971
15859,14.666760210389457
15860,16.847819072164565
15861,13.720199712060394
15862,14.62716385531341
15864,15.143620534159997
15960,18.130479036817718
16080,15.873910553477701
16081,17.000715270487124
16095,18.931568569324174
16099,18.412017625314135
16242,15.46476770205236
16245,17.00071527048712
16247,13.17383408315227
16248,18.802845016068368
16249,16.5659550417544
16252,17.00071527048712
16352,17.609728513434618
16357,14.836730577333487
16358,17.96614191990565
16361,15.967785802518755
16365,16.272149989910258
16368,16.450377028461187
16372,15.703195857727293
16375,16.972894833055182
16382,16.60057441775923
16455,16.000363138667392
16462,17.299440412840863
16468,17.60928408144921
16469,18.07860886393974
16470,15.711585862740082
16471,17.51876958070689
16472,16.757251412821528
16473,16.710751012727076
16474,18.353303682471612
16476,17.97675679503213
16477,14.214474371790375
16478,17.759086397061463
16479,17.319168835792635
16480,16.412981154337423
16484,16.732306885557616
16486,18.28795080304516
16488,16.501015864807037
16489,13.20137646866407
16490,16.95454778891559
16491,17.299440412840863
16493,16.709788461749444
16495,15.000011006847668
16497,15.83766962773392
16500,16.478218986442567
16501,16.30509861386755
16503,17.1925912194532
16504,16.463658785918177
16505,15.114056855497502
16506,17.16249368087297
16507,16.86743165605275
16509,16.850761468488944
16510,17.7043956564328
16511,14.716228666447153
16618,16.33381384927397
16620,17.00071527048712
16630,14.921056219574528
16739,13.000506228098416
16741,14.121843985723286
16742,12.0013454572723
16744,16.33381384927397
16745,15.000011006847668
16750,16.096090895987683
16751,16.322443893473167
16752,15.015521425290974
16755,15.151770864995237
16757,14.886161152278472
16759,16.073260773536283
16760,16.539373906341215
16761,15.000011006847666
16763,15.94615548746604
16764,14.600501749011437
16767,17.00071527048712
16768,16.62004937863326
16885,16.97002658344085
16886,15.739310152126203
16887,15.450741448402255
16888,15.021862159656077
16889,16.963676898902282
16890,15.786240424394537
16891,17.157822785128467
16892,15.667112342209185
16894,16.137206514798862
16895,17.361901496707766
16896,15.209288536161974
16897,15.600342234428524
16899,15.667112342209185
16900,15.926154362030802
16901,15.046783123389869
16904,15.667180194835483
16905,14.591036851008793
16906,16.097569837795554
16907,16.2348934965324
16908,17.759086397061463
16909,17.651891644545625
16910,13.000506228098416
16911,15.816891524995789
16912,18.040710009366787
16913,16.754206127174783
16915,16.489979305097005
16916,18.088067624722566
16920,18.931568569324174
16921,16.382010198269313
16923,16.079501168181004
16924,17.96614191990565
16935,17.68332527425029
16936,17.258991569148854
16937,15.389836710389574
16942,18.719744914280394
17142,17.079332876670744
17173,16.636101002137707
17358,16.478810345317925
17359,18.43086448348679
17360,15.371238196077133
17361,18.67412146281257
17362,16.63253899162771
17363,17.650705180936058
17364,18.538412813076523
17365,16.35957209820183
17366,15.605029107721363
17368,18.15224215330911
17369,18.609759686184667
17370,17.416244968319617
17373,16.110041641181486
17377,14.307338291291382
17378,18.931568569324174
17379,16.563440047540432
17381,18.374949682345207
17382,18.239839414387482
17383,18.931568569324174
17386,18.931568569324174
