,concept_diversity_across_time
1,-1.0033921481266415
13,0.4629829541469146
16,2.0978193886973333
19,1.1519093520679942
20,0.0
22,0.3839817666519014
24,-0.5371964514026182
29,-1.806598769953771
33,-0.19880399469042587
42,-3.831894362242494
48,-0.9361306619096794
60,-0.3843788333547433
62,-2.0762709015297958
63,12.536692563391453
64,0.04668968165793608
66,-0.0060934807430257365
81,0.33126353928226493
83,-0.45815654126995753
110,-1.3487300098333481
112,3.4475160860991654
117,0.5835659921031464
121,-2.4745988489510786
122,-2.3818221158726587
124,3.7602980994431565
132,-3.147176515688834
138,5.820061646895601
145,0.0
155,2.9952032095371806
156,0.0
157,0.6629825242588403
163,1.5723287921201123
168,0.0
175,3.887791229822266
177,-0.5127985933051846
180,-0.4219175092332783
184,-0.3682967275771407
194,4.897735851092724
195,0.0
201,0.0
216,0.319866063583774
219,0.42722225804748604
224,0.3048138042439277
229,0.0
231,-0.43579302895885164
238,-0.8028177883360499
240,-8.68135353395391
242,1.1346754838425657
244,0.4790902514593576
254,4.615315611524162
257,-0.18323366212592518
261,1.7926631740419126
262,0.0
264,1.3395172404824542
267,-0.6175761265155124
290,2.1288721614143817
293,0.0133458008452223
296,1.2238151290277752
300,-2.222181803685766
303,3.7311272906455013
304,-1.69209105995259
307,0.03021562743197137
316,1.4087794941806902
317,-1.8029033295340167
326,0.24068687468778194
333,0.6431767040352447
340,0.0
342,1.1923979853995448
346,-0.884538833897313
354,-3.0276059275019023
367,0.6343648843136371
368,0.0
371,0.05165391533730457
374,1.208946197364126
377,0.4645038940062065
383,2.454700560291906
390,0.0
396,-0.02029853332820153
397,0.0
398,0.0
407,0.0
412,-0.5746338572445175
413,-0.5434958169093136
416,0.0
417,1.3502226600537952
429,-0.5147230365772977
431,-1.8175134774955843
438,-2.445594854061362
444,0.11468963280233879
445,0.0
447,-0.08845153174470255
455,0.3153679619403249
460,-1.960676702742628
461,0.5715856517271476
462,-1.5280685404119545
463,1.7913469458361408
464,0.9668385729046456
469,-2.413962286684553
480,-0.07560429723581663
490,1.991279411952208
495,2.6294566660368073
497,1.240528385082012
500,-0.5146143827179799
505,2.099518507989856
514,-2.401682457252477
515,-1.396425231838485
517,0.0
518,2.1554362490718155
521,2.556387500371118
524,2.9286295772467827
526,0.44540817755479445
527,-1.9446781444211432
531,-0.2687186225807494
533,-4.371950278715348
538,1.681586630945544
547,2.318920260597057
550,-0.13673761265403428
554,0.8350030917947642
559,-3.4762484466053483
565,0.8997184421426638
566,0.0
570,1.4628113336229216
572,0.0
579,-0.9774432602782213
583,0.0
587,2.538107071836434
593,1.5359475684347608
596,-1.0091540956753882
599,-1.2841344722202397
600,-1.412757629699442
601,3.619543150534845
604,-1.3696843490123243
610,3.052632572071209
617,0.0
631,0.0
633,-2.0120321604942113
643,-2.5239608817363823
645,0.06069016767168023
666,-0.1334602499019759
667,-1.5850667053643068
678,0.0
683,0.0
685,0.0
690,0.0
691,-0.5020361657247001
697,-0.29619901565813933
700,-11.74973471036994
702,0.8295866171186717
725,4.014313428977401
727,-0.42615239942921335
735,-0.5003568031591925
740,0.0
741,0.9022924924218323
744,0.0
747,-2.036251753658881
749,0.0
754,-0.408884538847488
755,-1.9995047787492517
758,0.0
762,-0.706674405955825
771,-1.99831001622114
772,2.0614732287571265
776,2.5932302532050677
780,0.7185627533913248
783,0.8601306453079296
784,1.7734349972614165
786,-1.518016388795978
789,0.13861694755714637
793,0.0
807,0.09395204806175173
820,3.6239467300564563
823,-1.1633769349135523
827,-1.9995047787492517
838,3.586383852859468
839,1.6393849862912795
845,0.0
847,0.0
856,0.31554139951074944
863,1.9033125005547866
865,0.0
871,-1.6392731842822457
881,-3.1237932432151077
889,2.267304900806021
891,-0.11737739180481199
899,-1.6672535530328805
903,-1.7059345906802843
915,-0.817749291891225
917,-0.502519483289138
922,-0.6252469881611535
933,4.127747464839583
936,0.31329107842180903
940,0.8643242081372229
945,0.03285380334123644
949,0.0
954,-4.474859359357946
962,3.582835218508855
968,-2.8100049235327536
970,-15.415752769765964
971,0.0
976,0.0
981,-0.7217664148732972
985,3.9652835599875047
987,0.0
993,-2.237500269429585
998,2.9311054735825977
1001,2.987326033804722
1003,-2.688062439433228
1005,-2.0007042636394523
1010,0.07567675022970022
1030,0.0
1034,1.6848572392120431
1036,0.7253929278824476
1041,5.061996452099683
1049,0.973457618842879
1057,0.0
1062,2.3222410145703147
1063,0.6435062529288498
1064,0.0
1069,0.0
1074,0.0
1076,-0.045441404605821134
1077,0.16454568132669323
1078,-1.9482732012915775
1083,-1.69342910396308
1084,1.116592569541151
1094,1.9541369537711901
1095,-4.561302429020451
1098,0.0
1101,1.0360056111306406
1103,0.0
1116,-4.614841084755248
1123,-1.6468360250806917
1124,-3.7513111824437058
1131,0.9455249675381694
1134,0.787849836184229
1138,0.0
1143,-4.235482483153493
1145,0.26047371029416944
1148,0.0
1157,0.45267590476367303
1166,0.07274167018611521
1169,-1.0599222850207397
1170,0.0
1173,-1.4557376046040282
1175,0.19369920342444047
1182,0.1392603221369555
1194,-2.497158706580521
1195,-0.9460915054690275
1202,4.386195647369174
1204,0.6596045936210881
1210,0.6879072023261692
1212,2.012935933912164
1216,-0.010949998144436535
1229,0.0
1232,2.570500275063628
1233,-1.067492751288274
1236,-0.6032797382671227
1246,-1.430545833925919
1250,0.0
1251,-1.0677571308877063
1253,0.0
1256,0.1329004902865467
1261,-0.8690642898476852
1264,-0.7953910264179385
1266,0.47222012778328804
1275,-0.42049646842102106
1286,-3.8489509989784008
1297,5.190829033596431
1314,0.0
1317,-2.7832966859390353
1321,3.9658411267383524
1322,0.0
1323,0.11136154170640822
1324,0.0
1333,1.1064372335196495
1337,-1.2064517998385558
1339,0.7590329669230638
1340,-2.1487331564082233
1341,0.47974366308162963
1344,-0.43813667513927257
1347,3.0150525440715263
1348,-1.8669149119693458
1357,-0.9744119362222676
1360,0.0
1372,6.619275938832738
1383,-0.2044423029540745
1386,0.016684822973921598
1387,-0.36838681111993665
1388,1.4713229684585336
1390,0.46252586731830725
1393,-0.7729037433296053
1398,0.0
1404,-2.2541934795452985
1405,-0.2384392114411895
1408,-0.13073022764683984
1409,1.3105191874921651
1417,-0.6361728569438263
1419,1.9901640225718538
1426,3.2879397961974917
1430,0.0
1435,0.8033251856778634
1439,3.8110271985744966
1440,2.368586910443568
1441,1.4993219345877247
1442,0.0
1461,4.339001616029085
1465,0.0
1472,-1.4967597822766532
1475,1.1932054335300961
1479,0.3720626046297273
1488,3.0859680209822873
1489,0.19742329373670486
1490,-1.8007020947287913
1491,2.6086362125915183
1492,-2.1212548282292865
1494,-2.8325717168461466
1498,4.648704770821185
1499,-0.4747120870367887
1506,-1.1457515993564673
1508,4.155498652724853
1512,3.901769042246652
1525,0.1395062049859188
1529,-0.0225124916156485
1540,-0.6754240525980926
1543,-3.386821758969994
1552,0.0
1553,-0.009471167686944781
1561,3.3853500736964666
1563,-0.37370012368852557
1565,0.0
1571,1.4029251093645563
1575,0.0
1576,0.973809505253417
1577,0.0
1581,-1.3047253546360942
1588,1.7271972288407351
1598,-1.442980312263968
1599,-16.952097180586385
1600,3.0327805540450203
1601,-0.7030546279190908
1604,-0.5280002581363217
1609,0.0
1610,1.6780629233122752
1611,0.0
1629,-1.3809902004512242
1639,-0.7896372844247921
1644,1.7049206067139373
1657,4.081354007238668
1663,0.23542739272361146
1665,0.968566745716382
1675,0.0
1677,-2.4178436582630933
1690,2.0036301474657296
1699,0.5304605276661682
1702,1.8005003801158423
1714,0.1898565861022945
1720,0.0
1723,1.0836318387667525
1725,1.2308612236426768
1729,5.030747594105268
1735,-0.6805292847748845
1736,0.0
1746,1.4083786749979375
1758,-2.8914835699544437
1761,0.6390809837812128
1762,-1.8467974443264552
1768,-4.429985489561231
1770,0.0
1779,0.6327884233566792
1780,0.0
1783,-0.9157057637423556
1784,-1.0901845032325426
1791,0.0
1796,-2.5652645899342854
1798,0.015719733197656183
1803,2.3976266343594634
1806,0.0
1809,0.0
1813,0.55784289449136
1820,0.7723413195348208
1822,0.1606535903919557
1824,-6.618185129882519
1831,1.3330031858328315
1836,-0.2208065312419194
1842,0.42515812316113966
1843,1.726914955143318
1858,3.507173396139393
1860,0.0
1862,-0.020741531380732425
1863,0.5956908919850878
1864,-2.6206385466876068
1867,2.244233470131725
1869,0.0
1871,0.0
1875,2.221673871209717
1876,-0.3430635512589184
1886,-1.6797566262339885
1889,-3.5251192360375843
1897,-4.157199158381442
1901,-0.6004699426309266
1904,-1.4192368641278676
1906,0.0
1907,-2.16164106413423
1913,-0.6051486466340243
1922,0.22012069788719302
1927,-3.249373583752174
1947,-2.6178759804765868
1954,0.0
1980,0.0
1985,1.1745548029380064
1989,2.621038374984341
1990,0.8671110753474913
1991,0.0
1992,0.0
1995,-1.85507545275809
1998,1.4742974975764618
2002,-3.2202669044855217
2004,-1.372870205269347
2008,0.14463730888496684
2014,-1.4049106303273717
2019,0.7801429650869984
2023,1.1656520851438046
2024,-1.2853733275123194
2026,-3.58007426482426
2032,0.0
2043,2.5207782778303134
2050,1.37609084278413
2054,1.54140321183883
2056,0.0
2057,0.0
2058,1.3274755895145063
2059,0.0
